street_address,zip_code,store_types,total_auth_count,deauth_count,address_history_years,churn_tier,store_names
128B Mott St,10013,Seafood Specialty,1,1,20.3,None,NEW XING SEAFOOD INC
128C Mott St,10013,Meat/Poultry Specialty,1,1,18.2,None,TAI SHENG MEAT MARKET INC
129 Avenue U,11223,Convenience Store,1,1,31.9,None,129 AVE U GROCERY
343 Saint Nicholas Ave,10027,Convenience Store,1,1,24.7,None,Assary Grocery Corp
129 Mott Street,10013,Combination Grocery/Other,1,1,11.1,None,Ocean Treasure Trading Inc.
129 Park Pl,11217,Small Grocery Store,1,1,29.1,None,FAMILY MINI MARKET CORP
129 Post Ave,10034,Medium Grocery Store,1,1,21,None,129 POST GROCERY STORE
3423 BROADWAY,10031,Seafood Specialty,1,1,21.1,None,THREE FRIENDS SEAFOOD & FRUIT
3423 Jerome Ave,10467,Small Grocery Store,1,1,26.8,None,ROYAL FRUIT & VEGETABLE
129 Brook St,10301,Convenience Store,1,0,-0.9,None,Flores Deli & Grocery
129 E 157th St,10451,Small Grocery Store,1,1,18.5,None,Walton Ave. Convenience Corp
2158 White Plains Rd,10462,Combination Grocery/Other,1,1,25.5,None,Walgreens 19458
2159 44th Dr,11101,Convenience Store,1,0,0.4,None,Lic Food Market Corp./Bonjour Food Market
216 5TH AVE,11215,Meat/Poultry Specialty,1,1,37.1,None,216 5TH AVENUE FOOD CORP
216 5th Ave,11215,Super Store,1,0,16.7,None,Park Slope Food & Market Corp/Associated
216 Avenue U,11223,Small Grocery Store,1,0,42.2,None,DAIRY MAID RAVIOLI MFG CORP
2166 Westchester Ave,10462,Combination Grocery/Other,1,1,8.8,None,2166 Deli Corp
343 2nd Ave,10003,Small Grocery Store,1,0,2.5,None,Wholesome Organic Market Corp
343 E 138TH ST,10454,Small Grocery Store,1,1,16.3,None,Cheo Grocery Corp
3473 Broadway # 5,10031,Small Grocery Store,1,1,18.8,None,3473 Los Primos Deli Inc
3461 Junction Blvd,11368,Convenience Store,1,1,6.2,None,Azaal 1 Deli Grocery Corp
3461 Junction Blvd,11372,Convenience Store,1,0,-0.2,None,34-61 Deli Corp
3462 E Tremont Ave,10465,Medium Grocery Store,1,1,22.4,None,SCARVELLO MARKET
3464 Junction Blvd,11372,Convenience Store,1,1,20,None,BM Grocery Inc
346B E 149th St,10451,Small Grocery Store,1,1,14.3,None,149th Candy Store
347 E. 173RD ST,10456,Small Grocery Store,1,1,24.3,None,GENAO GROCERY
346 Bedford Ave,11211,Small Grocery Store,1,1,20.3,None,THE BROOKLYN SOHO DELI & GROCERY
3433 Boston Rd,10469,Convenience Store,1,0,3.7,None,3433 Deli Grill & Juice Bar Inc
3436 Broadway,10031,Convenience Store,1,0,-0.2,None,Alexander's Bagel & Sandwich Corp
3438 Jerome Ave,10467,Seafood Specialty,1,0,6.1,None,Sagal Fish Market Inc.
347 Myrtle Ave,11205,Convenience Store,1,2,17.9,None,Myrtle Star Deli Corp
347 Willoughby Ave,11205,Seafood Specialty,1,1,14.8,None,Rosenfelds Fish Market
3470 3rd Ave,10456,Supermarket,1,0,13.4,None,3462 Third Ave Food Corp/Associated Supermarket
3471 Jerome Ave,10467,Convenience Store,1,1,9.6,None,Nameless 99c Inc.
3473 Broadway,10031,Small Grocery Store,1,1,21.8,None,MI PLAZA MINI MARKET CORP
344 Avenue X,11223,Combination Grocery/Other,1,1,21.6,None,RITE AID 2612
344 Central Ave,11221,Small Grocery Store,1,1,13.9,None,N & L .99 Cents Town Trading Inc
344 E 148th St,10451,Small Grocery Store,1,1,18.1,None,Cazares Grocery
344 E 148th Street,10451,Convenience Store,1,1,1,None,"Cazares Grocery, Llc"
3430 Jerome Ave,10467,Large Grocery Store,1,1,6.8,None,Sagal Food
3431 Baychester Ave,10469,Small Grocery Store,1,0,9.6,None,T Famous Gourmet Deli Corp
3431B Baychester Ave,10469,Combination Grocery/Other,1,1,17.5,None,T & T Deli and Grocery Corp
3432 Jerome Ave,10467,Small Grocery Store,1,1,15.5,None,Drug Rite II Pharmacy Corp
344 Utica Ave,11213,Combination Grocery/Other,1,0,40.1,None,C & S MEATS INC
344 Victory Blvd,10301,Convenience Store,1,1,14.7,None,Lanka Grocery Inc
3440 Broadway,10031,Small Grocery Store,1,1,9.6,None,MAGD  Deli Corp
3440 E Tremont Ave,10465,Combination Grocery/Other,1,1,16.4,None,KN National Bakery Corp
3440B Atlantic Ave,11208,Convenience Store,1,1,19.8,None,Atlantic Mini Deli
3439 31st St,11106,Large Grocery Store,1,1,13.9,None,Country Dream Inc
3439 Jerome Ave,10467,Small Grocery Store,1,1,0.2,None,Tib General Merchandise Cellcity Afcr Prd
344 Audubon Ave,10033,Small Grocery Store,1,1,10.8,None,Amir Deli Corp Ii
215-217 Neptune Ave,11235,Convenience Store,1,1,19.1,None,Supermarket of Neptune Inc
2150 5th Ave,10037,Meat/Poultry Specialty,1,1,13.6,None,5 Avenue Meat Market
2150 Bath Ave,11214,Medium Grocery Store,1,0,9.8,None,Ahmed's Grocery & Halal Meat
2150 Broadway,10023,Combination Grocery/Other,1,1,18.2,None,DUANE READE 365
2150 Fulton St,11233,Convenience Store,1,1,3.6,None,Quick Stop 99c Up Discounts Corp
215 W 231st St,10463,Combination Grocery/Other,1,1,9.5,None,M&H Candy Grocery Corp
215 W 34TH ST,10001,Combination Grocery/Other,1,1,18.1,None,DUANE READE 121
215 WYCKOFF AVE,11237,Convenience Store,1,1,25.2,None,TONY'S GROCERY
2151 7th Ave,10027,Convenience Store,1,1,27.6,None,2151 S & J MEAT & PRODUCE CORP
2151 8TH ST,11214,Combination Grocery/Other,1,0,21.6,None,CVS PHARMACY  2441
21511 Horace Harding Expy,11364,Convenience Store,1,1,12.8,None,K & L Deli Grocery Inc
21514 91st Ave,11428,Convenience Store,1,1,13.1,None,KVD Grocery Store Inc
21515 73rd Ave,11364,Convenience Store,1,1,21.9,None,OAKLAND GARDEN MARKET INC
2152 3rd Ave,10035,Convenience Store,1,1,13.2,None,Dollar Glory Inc
215-15 73rd Avenue,11364,Convenience Store,1,1,12.5,None,Bayside Market
215-17 E 167TH ST,10456,Small Grocery Store,1,1,32.1,None,SULI FRUIT STORE
348 Atlantic Ave,11217,Convenience Store,1,1,9.7,None,Duo Duo Wang Deli Inc.
348 E Gun Hill Rd,10467,Small Grocery Store,1,1,17.7,None,D & M Variety Corp
2154 Frederick Douglass Blvd,10026,Small Grocery Store,1,1,14.5,None,2154 3 Sister's Grocery & Deli Inc
2154 Richmond Ter,10302,Convenience Store,1,0,2.7,None,Cindy's Deli Corp.
21545 Jamaica Ave,11428,Convenience Store,1,1,12.5,None,Eastern Oasis Inc.
21547 Jamaica Ave,11428,Bakery Specialty,1,0,8.1,None,"Le Bon Pate Bakery, Inc."
2155 3rd Ave,10035,Combination Grocery/Other,1,1,25.6,None,Rite Aid 4798
2151 44th Dr,11101,Small Grocery Store,1,0,1.8,None,"Ai Mart, Inc."
346 E 149th St,10451,Small Grocery Store,1,1,14.9,None,149th St Express Corp
346 E 22nd St,10010,Convenience Store,1,0,2.8,None,346 Peter Cooper Deli Corporation
346 Utica Ave,11213,Medium Grocery Store,1,1,27.4,None,FAMILY BEST FARM CORP
3451 48th St,11101,Supermarket,1,1,27,None,Stop & Shop 510
3451 Broadway,10031,Bakery Specialty,1,0,0.9,None,5 Estrellas Bakery Cafe Corp
3454 Broadway,10031,Convenience Store,1,1,12,None,Favorite Food Deli Grocery Corp.
3455 Crescent St,11106,Convenience Store,1,1,17.1,None,Superior Crescent Deli Inc.
3456 Boston Rd,10469,Small Grocery Store,1,1,14.6,None,Price Value INC
1281 Saint Nicholas Ave,10033,Convenience Store,1,1,9.1,None,Tumblr Snack Shop Corp
128 W 34th St,10001,Convenience Store,1,0,1.4,None,7-eleven Store #42327a
128-04 Mott St,10013,Seafood Specialty,1,1,19.4,None,128 Enterprises Inc
128-06 Merrick Blvd,11434,Combination Grocery/Other,1,0,8.6,None,Dollar Tree 6089
128-48 150TH ST,11436,Small Grocery Store,1,1,24.7,None,RODRIGUEZ GROCERY STORE
1280 Allerton Ave,10469,Combination Grocery/Other,1,1,3,None,Mini Mart
35-02 103rd St,11368,Small Grocery Store,1,1,13.1,None,El Baratillo Deli Mini Market Corp
35-02 30 AVE,11103,Small Grocery Store,1,1,30.1,None,LEE FRUIT & GROCERY
1283 Westchester Ave,10459,Convenience Store,1,0,-0.9,None,Westchester Market Corp.
1280 Myrtle Ave,11221,Fruits/Veg Specialty,1,1,17.4,None,Rauls Fruits
12802 135th Ave,11420,Small Grocery Store,1,1,31.6,None,BIORDI'S DELI
12802 Liberty Ave,11418,Small Grocery Store,1,2,19.4,None,Matty's Five Star Mini Mart Inc
12802 Liberty Ave,11419,Convenience Store,1,2,11.5,None,128 M Deli & Grocery Inc
12802 Liberty Avenue,11419,Small Grocery Store,1,1,13.4,None,New Matty's Five Stars Mini Mart Inc.
1281 39 ST,11218,Small Grocery Store,1,1,18.5,None,HOUBAL PRODUCE CORP
1281 Fulton St,11216,Combination Grocery/Other,1,0,11.6,None,Walgreens 15352
348 Rogers Ave,11225,Small Grocery Store,1,1,20.1,None,Lil Frankie's WI Grocery
3480 Broadway,10031,Small Grocery Store,1,0,5.2,None,Paqueteria Tulcingo Diamante I I  Inc
3480 Jerome Ave,10467,Combination Grocery/Other,1,0,19.1,None,Walgreens 17665
1281 Sterling Place,11213,Small Grocery Store,1,1,12.1,None,New Star 99 Cent & Up Inc
1282 Clove Rd,10301,Convenience Store,1,0,-0.6,None,Sunnyside Gourmet Deli 1 Corp.
12820 Liberty Ave,11419,Small Grocery Store,1,1,26.8,None,STOP ONE GROCERY
12820 Rockaway Blvd,11420,Combination Grocery/Other,1,2,23.5,None,H. West Indian Grocery
1283 41st St,11218,Small Grocery Store,1,1,13.9,None,Off The Wall Produce & Fish Inc
215-08 73rd Ave,11364,Combination Grocery/Other,1,1,7.1,None,CVS 19006
"215-08 RD AVE, WINDSOR PARK S/C",11364,Combination Grocery/Other,1,0,1.5,None,CVS/Pharmacy 1906
215-11 Jamaica Ave,11428,Convenience Store,1,1,1.9,None,215 Restaurant And Pools Inc
215-14 91 AVE,11428,Small Grocery Store,1,1,30.3,None,UNION DELI
215-15 39th Ave,11361,Small Grocery Store,1,1,16.5,None,Gerizim Deli Grocery Corp
2163 Coney Island Ave,11223,Small Grocery Store,1,1,19.6,None,Super Kosher Inc
2164 Westchester Ave,10462,Medium Grocery Store,1,0,25.2,None,WORLD SPICE DISCOUNT CENTER
348 MALCOLM X BLVD,10027,Small Grocery Store,1,1,18.1,None,1 UP 7 FRUIT CORP
215 W 116th St,10026,Convenience Store,1,3,8.1,None,215 Fantastic Deli Corp
215 W 145th St,10039,Convenience Store,1,1,12.7,None,Champs Elysee Deli
21485 Jamaica Ave,11428,Small Grocery Store,1,1,9.6,None,Elite World Market
215 8th Ave,10011,Convenience Store,1,1,9.6,None,West 21 Deli And Grocery Corp
215 Broad St,10304,Small Grocery Store,1,1,13.8,None,Pride Africa And Caribbean Store
215 Cooper St,11207,Fruits/Veg Specialty,1,1,6.2,None,Rb Pop Up Farm Stand
215 E 99th St,10029,Farmers' Market,1,1,8.6,None,Metropolitan Farmers Market
215 E Fordham Rd,10458,Super Store,1,0,2.3,None,Target Store T3395
349 E 138th St,10454,Medium Grocery Store,1,1,22,None,Yuns Fruit Market
349 N Burgher Ave,10310,Convenience Store,1,1,19.1,None,A & R Deli Corp
349 Pulaski St,11206,Small Grocery Store,1,1,24.8,None,QUICK STOP MINI MARKET CORP
3491 Broadway,10031,Small Grocery Store,1,1,22.7,None,3491 FAMILY GROCERY CORP
3501 CHURCH AVE,11203,Combination Grocery/Other,1,1,18.5,None,GROCERY STORE
3502 3rd Ave,10456,Meat/Poultry Specialty,1,0,26.6,None,USA PACKING INC
215 Park Ave S,10003,Combination Grocery/Other,1,0,21.5,None,CVS PHARMACY  2427
215 S End Ave,10280,Convenience Store,1,0,0.7,None,Salt & Pepper 3 Corp.
35-01 34 ST,11106,Convenience Store,1,1,33.3,None,K & P DELI
35-02 103 St,11368,Medium Grocery Store,1,1,18.3,None,35th Avenue Grocery Inc
35-02 103RD ST,11368,Small Grocery Store,1,1,25.9,None,PAPI DELI/GROCERY
3492 Jerome Ave,10467,Bakery Specialty,1,0,27.5,None,"B. F. NATIONAL BAKERY, INC."
3494 Broadway,10031,Convenience Store,1,1,4.8,None,Luna Deli Inc
3494 Park Ave,10456,Large Grocery Store,1,3,17.8,None,AFRICAN INTERNATIONAL MARKET
35 3rd Ave,10003,Super Store,1,1,5.4,None,H Mart
3485 Broadway,10031,Small Grocery Store,1,1,11.5,None,La Mesa
35-02 30 Ave,11103,Meat/Poultry Specialty,1,1,19.4,None,BH Produce Inc
35-07 BROADWAY,11106,Small Grocery Store,1,1,26.7,None,ELDAKHAKHNY INC
35-08 30 AVE,11103,Seafood Specialty,1,1,27.4,None,CHUNG'S FISH MARKET
35-11 64TH ST,11377,Convenience Store,1,1,26.1,None,LA CASA DEL POLLO INC
35-16 108 St,11368,Convenience Store,1,1,20,None,Jackie's Grocery Corp
35-16 Junction Blvd,11368,Medium Grocery Store,1,1,20.1,None,Golden Town Supermarket Inc
35 W Mosholu Pkwy N,10467,Small Grocery Store,1,1,26.6,None,MERCEDES FOOD MARKET INC
35-00 48 St,11101,Combination Grocery/Other,1,1,19.5,None,National Wholesale Liquidators
350 IRVING AVE,11237,Convenience Store,1,1,27.4,None,PIAXTLA
350 Junius St,11212,Combination Grocery/Other,1,0,5.9,None,Dollar Tree 7254
350 New Lots Avenue,11207,Small Grocery Store,1,1,11.1,None,350 New Lots Gourmet Deli Inc.
35-30 64 St,11377,Medium Grocery Store,1,1,20.2,None,35-30 Deli Grocery Corp
35-30 64 street,11377,Convenience Store,1,1,15.6,None,All Care Pharmacy & Surgical
35-38 35TH ST,11103,Food Buying Co-op,1,1,21.7,None,QUEENS CSA
35-45 W 125 St,10027,Combination Grocery/Other,1,1,21.3,None,RITE AID 4945
35-62 76 ST,11372,Unknown,1,1,20.7,None,S.C.A. GOURMET INC
350 Tompkins Ave,11216,Convenience Store,1,1,6.8,None,Karter's Grocery & Deli Inc
3500 48th Street,11101,Combination Grocery/Other,1,1,15.1,None,NSC Wholesale Holdings LLC
3500 Conner St,10475,Convenience Store,1,0,1.7,None,AMG 2
350 Clarkson Ave,11226,Small Grocery Store,1,0,1.1,None,Wholesome Gourmet Market Corp.
350 E 116 St,10029,Small Grocery Store,1,1,11.3,None,"FAMJ Enterprises, Inc/ Mateo's Barrio Meat Market"
350 E 116th St,10029,Small Grocery Store,1,1,7.4,None,Mi Barrio Butcher Llc
350 E 149th St,10451,Convenience Store,1,0,8.3,None,La Liga Deli Food Corp
350 E 86th St,10028,Supermarket,1,1,36.7,None,GRISTEDE'S 50
2143 Nostrand Ave,11210,Convenience Store,1,0,-0.2,None,Top Deli & Grill Corporation
2143 Williamsbridg Rd,10461,Convenience Store,1,1,11.5,None,Joys Gourmet Deli
21436 Hillside Ave,11427,Small Grocery Store,1,1,15.5,None,Mohabir West Indian Groceries Inc
21444 Hillside Ave,11427,Convenience Store,1,0,7,None,Queens Village Pharmacy Inc.
2152B Westchester Ave,10462,Meat/Poultry Specialty,1,1,20.4,None,CAJAMARCA MEAT MARKET CORP
2153 Bath Ave,11214,Fruits/Veg Specialty,1,1,12,None,"L.O. Fruits And Vegetables, Inc."
3502 Bradley Ave,11101,Combination Grocery/Other,1,2,9.8,None,New Midtown Deli & Grocery Inc
3505 Conner St,10475,Bakery Specialty,1,1,25.3,None,Wonder Hostess Bakery
215 E GUNHILL RD,10467,Medium Grocery Store,1,1,21.3,None,HERNANDEZ FOOD & MEAT MARKET
21450 Jamaica Ave,11428,Combination Grocery/Other,1,0,12.3,None,Dollar Tree 4930
21457 JAMAICA AVE.,11428,Convenience Store,1,1,15.9,None,DMARS MINIMART INC.
2146A Mott Ave,11691,Convenience Store,1,0,1,None,Ty Deli Grocery Corp
2148 Broadway,10023,Combination Grocery/Other,1,1,13.2,None,Duane Reade 14365
2143 AMSTERDAM AVE,10032,Small Grocery Store,1,1,32.4,None,2143 GROCERY CORP
2143 Adam Clayton Powell Jr Blvd,10027,Convenience Store,1,1,8.9,None,A & S Deli Inc
2143 Amsterdam Avenue,10032,Medium Grocery Store,1,0,2.2,None,2143 El Patron Mini Market Corp
2142 8th Ave,10026,Convenience Store,1,1,18.8,None,Harlem Dollar Market
2142 Frederick Douglass Blvd,10026,Large Grocery Store,1,0,19.8,None,New Harlem Halal Meat
2142 Starling Ave,10462,Medium Grocery Store,1,2,10,None,Poshora Market Corp
1433A Nostrand Ave,11226,Medium Grocery Store,1,1,23.3,None,"LET LIVE MEATS, INC."
1433B Nostrand Ave,11226,Small Grocery Store,1,1,17.2,None,Aseel Deli Grocery & Tobacco Inc
1434 DeKalb Ave,11237,Small Grocery Store,1,1,15.2,None,Areg Deli Grocery Corp
14345 Springfield Blvd,11413,Convenience Store,1,2,13.9,None,ABN Stop One Grocery
14311 Hillside Ave,11435,Small Grocery Store,1,0,2.2,None,Minimarket And Latino Deli Corp
3506 35th St,11106,Medium Grocery Store,1,1,11.4,None,Alpha-mart
3508 30th Ave,11103,Seafood Specialty,1,0,17.6,None,Astoria Fishery Corp
3508 E Tremont Ave,10465,Convenience Store,1,0,15.4,None,7-Eleven #32201B
3509 Avenue S,11234,Medium Grocery Store,1,0,1.7,None,Marine Park Deli & Grocery
3509 Broadway,10031,Small Grocery Store,1,1,11,None,Diaz Mini Deli-Grocery LLC
3517 Junction Blvd,11368,Medium Grocery Store,1,1,7.5,None,Junction Super Deals Inc
352 9th Ave,10001,Convenience Store,1,1,12.6,None,Cafe Bravo Inc
2141 Williamsbridge Rd,10461,Small Grocery Store,1,2,20,None,BDU TRADING CORPORATION
351 E 173rd St,10457,Convenience Store,1,1,8.8,None,351 Habibi Deli Grocery LLC
351 LEGION ST,11212,Convenience Store,1,1,17.9,None,HELEN CONVENIENCE STORE
351-353 E 198th St,10458,Small Grocery Store,1,1,17,None,Logan Deli & Grocery Inc
3510 FRANCIS LEWIS BLVD,11361,Supermarket,1,1,43.8,None,WALDBAUMS 657
3509 Jerome Ave,10467,Super Store,1,0,-0.2,None,3491 Food Corp.-AKA- Key Food
350A E 204th St,10467,Small Grocery Store,1,0,-0.1,None,"Luz Vegetable, Fruit & Grocery LLC"
351 Bowery,10003,Convenience Store,1,1,13,None,7-Eleven Store 35308a 35308
351 Clove Rd,10310,Small Grocery Store,1,1,18.9,None,Cary Deli Grocery Inc.
35-62 94 ST,11372,Small Grocery Store,1,1,18.3,None,HERNANDEZ FRUITS  & VEGETABLES
3511 White Plains Rd,10467,Small Grocery Store,1,1,15,None,E.Z. Stop Grocery
3512 Broadway,10031,Convenience Store,1,1,12.5,None,All City 99cent Store Corp
3514 Mermaid Ave,11224,Combination Grocery/Other,1,0,2.4,None,Saul's Pharmacy & Surgical Supplies.
3514 White Plains Rd,10467,Convenience Store,1,1,20.2,None,3514 DELI GROCERY CORP.
3515 Bell Blvd,11361,Combination Grocery/Other,1,0,10.1,None,Bayside Milk Farm
3515 ROCHAMBEAU AVE,10467,Small Grocery Store,1,2,21.6,None,ANDRE'S GROCERY
351 Clove Rd # 1,10310,Small Grocery Store,1,1,24.6,None,CARY DELI & GROCERY
1278 GRAND CONCOURSE,10456,Small Grocery Store,1,1,20.5,None,POMPA NO 2 GROCERY & DELI CORP
1278 Gerard Ave,10452,Convenience Store,1,1,18.4,None,B & H 99 CENT & MORE
12732 101st Ave,11419,Combination Grocery/Other,1,1,12.8,None,Mahaan Merchants Discount Bazaar
1274 Saint Nicholas Ave,10033,Convenience Store,1,1,22.4,None,1274 MEAT MARKET INC
1274 Westchester Ave,10459,Combination Grocery/Other,1,1,17.3,None,FAMILY DOLLAR 6852
1275 Burke Ave,10469,Medium Grocery Store,1,0,25.3,None,Felu Grocery Corp
1275 WEBSTER AVE,10456,Small Grocery Store,1,1,24.9,None,CANDIDA GROCERY & DELI
3535 21st St Apt 2F,11106,Food Buying Co-op,1,1,19.6,None,RAVENWOOD CSA
128 Lee Ave,11211,Meat/Poultry Specialty,1,0,45.3,None,Greenfeld's LLC
128 MOTT ST,10013,Medium Grocery Store,1,1,25.5,None,TAI CHONG MEAT MARKET INC
128 MOTT STREET,10013,Fruits/Veg Specialty,1,1,14.9,None,"RSA TRADING, INC."
3516 108th St,11368,Small Grocery Store,1,1,16.2,None,Claudia Grocery
3516 Avenue S,11234,Medium Grocery Store,1,1,22.3,None,BOBASH FOOD INC
1276A Fulton St,11216,Combination Grocery/Other,1,2,12.5,None,Fresh Health Food Emporium
1277 Walton Ave,10452,Convenience Store,1,1,5.6,None,"Walton Candy & Smoke Shop, Inc"
1278 Castle Hill Ave,10462,Small Grocery Store,1,1,20.1,None,1278 Grocery Stationary Corp
352 Bowery,10012,Convenience Store,1,0,0.1,None,Noho Food Market
352 Greenwich St,10013,Combination Grocery/Other,1,0,16.7,None,Walgreens 14412
352 Tompkins Ave,11216,Small Grocery Store,1,1,25.2,None,KING GROCERY #1
352 W 125th St,10027,Small Grocery Store,1,1,28.7,None,SALEH H. ALDAILAM GROCERY DELI
352 W 52nd St,10019,Combination Grocery/Other,1,1,15.6,None,Steven Stile Farmers Mkt
1279 3rd Ave,10021,Combination Grocery/Other,1,1,18.2,None,DUANE READE 14151
1279 42nd St,11219,Supermarket,1,0,20.8,None,THE KOSHER FOOD DEPOT INC
128 Church Ave,11218,Small Grocery Store,1,1,26.6,None,"MC DONALD FRUIT CORNER, INC"
1432 Broadway,11221,Convenience Store,1,0,9.2,None,Prince Broadway Deli Corp
1432 Nostrand Ave,11226,Combination Grocery/Other,1,1,28,None,NOSTRAND HEALTH FOOD CORP
1433 Central Ave,11691,Seafood Specialty,1,0,23.1,None,ELINER SEAFOOD
14303 45th Ave,11355,Small Grocery Store,1,1,15.3,None,Taran Groceries Inc
1431 Rockaway Pkwy,11236,Combination Grocery/Other,1,1,15.7,None,TASTEE PATTEE BAKERY AND GRILL
14310 Liberty Ave,11435,Convenience Store,1,1,7.7,None,Le Jan Convenient Store Inc
215 E Gun Hill Rd,10467,Convenience Store,1,0,10.2,None,Deli Grocery Montefu Corp
215 Frederick Douglas Blvd,10011,Small Grocery Store,1,1,14.8,None,215 Mozeb Grocery Inc
356 E 149th St,10455,Combination Grocery/Other,1,1,17.8,None,RITE AID 4604
356 Rogers Ave,11225,Convenience Store,1,1,10.3,None,25/7 Express Sullivan Food Corp
356 SOUTH 1ST ST,11217,Small Grocery Store,1,1,23.4,None,JORGE GROCERY
356 W 125th St,10027,Small Grocery Store,1,1,16.8,None,$ 1 Depot Inc.
356 W 145th St,10039,Convenience Store,1,0,1.7,None,A & F Tobacco & Grocery Inc
3560 Broadway,10031,Combination Grocery/Other,1,1,13,None,Island Fruits and Vegetables Corp
3560 N Semoran Blvd,10467,Combination Grocery/Other,1,0,7.6,None,Dollar Tree 5624
3562 76th St,11372,Small Grocery Store,1,1,17.8,None,Niksa Enterprise Inc
353 E 151st St,10451,Convenience Store,1,1,6.3,None,Khan Deli & Grocery Inc
353 Nostrand Ave,11216,Medium Grocery Store,1,1,15.7,None,Nostrand Deli Grocery Inc
352 Willis Ave,10454,Convenience Store,1,0,0.8,None,"Loyalty Deli & Grill, Corp."
3521 3rd Ave,10456,Convenience Store,1,1,5,None,Sooq Nyc Inc
3521 Third Ave,10456,Small Grocery Store,1,1,19.5,None,Romano Grocery Store
3525 Jerome Ave,10467,Convenience Store,1,1,11.4,None,Jerome Food & Discount Merchandise Inc
3526 Francis Lewis Blvd,11358,Combination Grocery/Other,1,1,22.2,None,CVS PHARMACY 2413
3529 154th St,11354,Large Grocery Store,1,1,14.2,None,"AK, Gro. Corp."
353 W 57th St,10019,Combination Grocery/Other,1,1,15.5,None,Walgreens 12474
3530 White Plains Rd,10467,Medium Grocery Store,1,1,17.3,None,Safe Way Deli Corp
3531 White Plains Rd,10467,Combination Grocery/Other,1,0,-0.3,None,7 Stars Convenience 1 Corp
3529 Broadway,10031,Convenience Store,1,1,1,None,Smoke Shop
352A Tompkins Ave,11216,Small Grocery Store,1,1,19,None,King Grocery
353 E 138TH ST,10454,Small Grocery Store,1,1,23,None,LA MERCED MEXICANA
353 E 138th St,10454,Convenience Store,1,0,3.3,None,Tello Grocery Corp
353 E 14th St,10003,Medium Grocery Store,1,1,15.1,None,14 St Deli Grocery Corp
